"Accepted Symbol","Synonym Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents"
"ALSCS","ALSCS3","Allium schoenoprasum ssp. sibiricum","","Allium","","schoenoprasum","ssp.","","sibiricum","","","","","","","","L.","(L.) Celak.","","",""
"ALSCS","ALSCL","Allium schoenoprasum var. laurentianum","","Allium","","schoenoprasum","","","","var.","","laurentianum","","","","","L.","Fernald","","",""
"ALSCS","ALSI4","Allium sibiricum","","Allium","","sibiricum","","","","","","","","","","","L.","","","",""
"ALVI3","","Allium victorialis","","Allium","","victorialis","","","","","","","","","","","L.","","","",""
"ALVI3","ALVIP2","Allium victorialis ssp. platyphyllum","","Allium","","victorialis","ssp.","","platyphyllum","","","","","","","","L.","Hultén","","",""
"ALVI","","Allium vineale","","Allium","","vineale","","","","","","","","","","","L.","","","",""
"ALVIV","","Allium vineale ssp. vineale","","Allium","","vineale","ssp.","","vineale","","","","","","","","L.","L.","","",""
"ALNUS","","Alnus","","Alnus","","","","","","","","","","","","","","","","",""
"ALIN2","","Alnus incana","","Alnus","","incana","","","","","","","","","","","(L.) Moench","","","",""
"ALINT","","Alnus incana ssp. tenuifolia","","Alnus","","incana","ssp.","","tenuifolia","","","","","","","","(L.) Moench","(Nutt.) Breitung","","",""
"ALINT","ALINO","Alnus incana var. occidentalis","","Alnus","","incana","","","","var.","","occidentalis","","","","","(L.) Moench","(Dippel) C.L. Hitchc.","","",""
"ALINT","ALINV","Alnus incana var. virescens","","Alnus","","incana","","","","var.","","virescens","","","","","(L.) Moench","S. Watson","","",""
"ALINT","ALPU5","Alnus ×purpusii","","Alnus","×","purpusii","","","","","","","","","","","Callier","","","",""
"ALINT","ALTE2","Alnus tenuifolia","","Alnus","","tenuifolia","","","","","","","","","","","Nutt.","","","",""
"ALRU2","","Alnus rubra","","Alnus","","rubra","","","","","","","","","","","Bong.","","","",""
"ALRU2","ALOR","Alnus oregona","","Alnus","","oregona","","","","","","","","","","","Nutt.","","","",""
"ALRU2","ALORP","Alnus oregona var. pinnatisecta","","Alnus","","oregona","","","","var.","","pinnatisecta","","","","","Nutt.","Starker","","",""
"ALVI5","","Alnus viridis","","Alnus","","viridis","","","","","","","","","","","(Chaix) DC.","","","",""
"ALVIC","","Alnus viridis ssp. crispa","","Alnus","","viridis","ssp.","","crispa","","","","","","","","(Chaix) DC.","(Aiton) Turrill","","",""
"ALVIC","ALCR6","Alnus crispa","","Alnus","","crispa","","","","","","","","","","","(Aiton) Pursh","","","",""
"ALVIC","ALCRE","Alnus crispa var. elongata","","Alnus","","crispa","","","","var.","","elongata","","","","","(Aiton) Pursh","Raup","","",""
"ALVIC","ALCRM","Alnus crispa var. mollis","","Alnus","","crispa","","","","var.","","mollis","","","","","(Aiton) Pursh","(Fernald) Fernald","","",""
"ALVIC","ALHU3","Alnus ×hultenii","","Alnus","×","hultenii","","","","","","","","","","","Murai p.p.","","","",""
"ALVIC","ALVIC2","Alnus viridis var. crispa","","Alnus","","viridis","","","","var.","","crispa","","","","","(Chaix) DC.","(Aiton) House","","",""
"ALVIC","DUVI3","Duschekia viridis","","Duschekia","","viridis","","","","","","","","","","","(Chaix) Opiz p.p.","","","",""
"ALVIF","","Alnus viridis ssp. fruticosa","","Alnus","","viridis","ssp.","","fruticosa","","","","","","","","(Chaix) DC.","(Rupr.) Nyman","","",""
"ALVIS","","Alnus viridis ssp. sinuata","","Alnus","","viridis","ssp.","","sinuata","","","","","","","","(Chaix) DC.","(Regel) Á. Löve & D. Löve","","",""
"ALVIS","ALAL9","Alnus alnobetula","","Alnus","","alnobetula","","","","","","","","","","","(Ehrh.) K. Koch p.p.","","","",""
"ALVIS","ALCRL","Alnus crispa ssp. laciniata","","Alnus","","crispa","ssp.","","laciniata","","","","","","","","(Aiton) Pursh","Hultén","","",""
"ALVIS","ALCRS","Alnus crispa ssp. sinuata","","Alnus","","crispa","ssp.","","sinuata","","","","","","","","(Aiton) Pursh","(Regel) Hultén","","",""
"ALVIS","ALSI3","Alnus sinuata","","Alnus","","sinuata","","","","","","","","","","","(Regel) Rydb.","","","",""
"ALVIS","ALVIS2","Alnus viridis var. sinuata","","Alnus","","viridis","","","","var.","","sinuata","","","","","(Chaix) DC.","Regel","","",""
"ALVIS","DUSI","Duschekia sinuata","","Duschekia","","sinuata","","","","","","","","","","","(Regel) Pouzar","","","",""
"ALOPE","","Alopecurus","","Alopecurus","","","","","","","","","","","","","","","","",""
"ALAE","","Alopecurus aequalis","","Alopecurus","","aequalis","","","","","","","","","","","Sobol.","","","",""
"ALAEA","","Alopecurus aequalis var. aequalis","","Alopecurus","","aequalis","","","","var.","","aequalis","","","","","Sobol.","Sobol.","","",""
"ALAEA","ALAEN","Alopecurus aequalis var. natans","","Alopecurus","","aequalis","","","","var.","","natans","","","","","Sobol.","(Wahlenb.) Fernald","","",""
"ALAEA","ALAR5","Alopecurus aristulatus","","Alopecurus","","aristulatus","","","","","","","","","","","Michx.","","","",""
"ALAEA","ALGEA","Alopecurus geniculatus var. aristulatus","","Alopecurus","","geniculatus","","","","var.","","aristulatus","","","","","L.","(Michx.) Torr.","","",""
"ALGE2","","Alopecurus geniculatus","","Alopecurus","","geniculatus","","","","","","","","","","","L.","","","",""
"ALGEG4","","Alopecurus geniculatus var. geniculatus","","Alopecurus","","geniculatus","","","","var.","","geniculatus","","","","","L.","L.","","",""
"ALGEG4","ALPA9","Alopecurus pallescens","","Alopecurus","","pallescens","","","","","","","","","","","Piper","","","",""
"ALMA8","","Alopecurus magellanicus","","Alopecurus","","magellanicus","","","","","","","","","","","Lam.","","","",""
"ALMA8","ALAL2","Alopecurus alpinus","","Alopecurus","","alpinus","","","","","","","","","","","Sm.","","","",""
"ALMA8","ALALG","Alopecurus alpinus ssp. glaucus","","Alopecurus","","alpinus","ssp.","","glaucus","","","","","","","","Sm.","(Less.) Hultén","","",""
"ALMA8","ALALS","Alopecurus alpinus ssp. stejnegeri","","Alopecurus","","alpinus","ssp.","","stejnegeri","","","","","","","","Sm.","(Vasey) Hultén","","",""
"ALMA8","ALALB","Alopecurus alpinus var. borealis","","Alopecurus","","alpinus","","","","var.","","borealis","","","","","Sm.","(Trin.) Griseb.","","",""
"ALMA8","ALALG2","Alopecurus alpinus var. glaucus","","Alopecurus","","alpinus","","","","var.","","glaucus","","","","","Sm.","(Less.) Krylov","","",""
"ALMA8","ALALO","Alopecurus alpinus var. occidentalis","","Alopecurus","","alpinus","","","","var.","","occidentalis","","","","","Sm.","(Scribn. & Tweedy) B. Boivin","","",""
"ALMA8","ALALS2","Alopecurus alpinus var. stejnegeri","","Alopecurus","","alpinus","","","","var.","","stejnegeri","","","","","Sm.","(Vasey) Hultén","","",""
"ALMA8","ALBO6","Alopecurus borealis","","Alopecurus","","borealis","","","","","","","","","","","Trin.","","","",""
"ALMA8","ALGL8","Alopecurus glaucus","","Alopecurus","","glaucus","","","","","","","","","","","Less.","","","",""
"ALMA8","ALOC7","Alopecurus occidentalis","","Alopecurus","","occidentalis","","","","","","","","","","","Scribn. & Tweedy","","","",""
"ALPR3","","Alopecurus pratensis","","Alopecurus","","pratensis","","","","","","","","","","","L.","","","",""
"ALYSS","","Alyssum","","Alyssum","","","","","","","","","","","","","","","","",""
"ALOB5","","Alyssum obovatum","","Alyssum","","obovatum","","","","","","","","","","","(C.A. Mey.) Turcz.","","","",""
"ALOB5","ALAM4","Alyssum americanum","","Alyssum","","americanum","","","","","","","","","","","Greene","","","",""
"AMARA","","Amaranthus","","Amaranthus","","","","","","","","","","","","","","","","",""
"AMAL","","Amaranthus albus","","Amaranthus","","albus","","","","","","","","","","","L.","","","",""
"AMAL","AMALP3","Amaranthus albus var. pubescens","","Amaranthus","","albus","","","","var.","","pubescens","","","","","L.","(Uline & Bray) Fernald","","",""
"AMAL","AMGRP","Amaranthus graecizans var. pubescens","","Amaranthus","","graecizans","","","","var.","","pubescens","","","","","L.","Uline & Bray","","",""
"AMAL","AMPU","Amaranthus pubescens","","Amaranthus","","pubescens","","","","","","","","","","","(Uline & Bray) Rydb.","","","",""
"AMBL","","Amaranthus blitoides","","Amaranthus","","blitoides","","","","","","","","","","","S. Watson","","","",""
"AMBL","AMGR","Amaranthus graecizans","","Amaranthus","","graecizans","","","","","","","","","","","auct. non L.","","","",""
"AMRE","","Amaranthus retroflexus","","Amaranthus","","retroflexus","","","","","","","","","","","L.","","","",""
"AMRE","AMRES","Amaranthus retroflexus var. salicifolius","","Amaranthus","","retroflexus","","","","var.","","salicifolius","","","","","L.","I.M. Johnst.","","",""
"AMBRO","","Ambrosia","","Ambrosia","","","","","","","","","","","","","","","","",""
"AMCH4","","Ambrosia chamissonis","","Ambrosia","","chamissonis","","","","","","","","","","","(Less.) Greene","","","",""
"AMCH4","AMCHB","Ambrosia chamissonis var. bipinnatisecta","","Ambrosia","","chamissonis","","","","var.","","bipinnatisecta","","","","","(Less.) Greene","(Less.) J.T. Howell","","",""
"AMCH4","FRCH4","Franseria chamissonis","","Franseria","","chamissonis","","","","","","","","","","","Less.","","","",""
"AMCH4","FRCHB","Franseria chamissonis ssp. bipinnatisecta","","Franseria","","chamissonis","ssp.","","bipinnatisecta","","","","","","","","Less.","(Less.) Wiggins & Stockw.","","",""
"AMCH4","FRCHB2","Franseria chamissonis var. bipinnatisecta","","Franseria","","chamissonis","","","","var.","","bipinnatisecta","","","","","Less.","Less.","","",""
"AMELA","","Amelanchier","","Amelanchier","","","","","","","","","","","","","","","","",""
"AMAL2","","Amelanchier alnifolia","","Amelanchier","","alnifolia","","","","","","","","","","","(Nutt.) Nutt. ex M. Roem.","","","",""
"AMALA","","Amelanchier alnifolia var. alnifolia","","Amelanchier","","alnifolia","","","","var.","","alnifolia","","","","","(Nutt.) Nutt. ex M. Roem.","(Nutt.) Nutt. ex M. Roem.","","",""
"AMALS","","Amelanchier alnifolia var. semiintegrifolia","","Amelanchier","","alnifolia","","","","var.","","semiintegrifolia","","","","","(Nutt.) Nutt. ex M. Roem.","(Hook.) C.L. Hitchc.","","",""
"AMALS","AMALF","Amelanchier alnifolia ssp. florida","","Amelanchier","","alnifolia","ssp.","","florida","","","","","","","","(Nutt.) Nutt. ex M. Roem.","(Lindl.) Hultén","","",""
"AMALS","AMFL","Amelanchier florida","","Amelanchier","","florida","","","","","","","","","","","Lindl.","","","",""
"AMERO","","Amerorchis","","Amerorchis","","","","","","","","","","","","","","","","",""
"AMRO","","Amerorchis rotundifolia","","Amerorchis","","rotundifolia","","","","","","","","","","","(Banks ex Pursh) Hultén","","","",""
"AMRO","ORRO3","Orchis rotundifolia","","Orchis","","rotundifolia","","","","","","","","","","","Banks ex Pursh","","","",""
"AMRO","ORROL","Orchis rotundifolia var. lineata","","Orchis","","rotundifolia","","","","var.","","lineata","","","","","Banks ex Pursh","Mousley","","",""
"AMRO","PLRO9","Platanthera rotundifolia","","Platanthera","","rotundifolia","","","","","","","","","","","(Banks ex Pursh) Lindl.","","","",""
"AMSIN","","Amsinckia","","Amsinckia","","","","","","","","","","","","","","","","",""
"AMLY","","Amsinckia lycopsoides","","Amsinckia","","lycopsoides","","","","","","","","","","","Lehm.","","","",""
"AMLY","AMBA6","Amsinckia barbata","","Amsinckia","","barbata","","","","","","","","","","","Greene","","","",""
"AMLY","BELY2","Benthamia lycopsoides","","Benthamia","","lycopsoides","","","","","","","","","","","(Lehm.) Lindl. ex Druce","","","",""
"AMME","","Amsinckia menziesii","","Amsinckia","","menziesii","","","","","","","","","","","(Lehm.) A. Nelson & J.F. Macbr.","","","",""
"AMMEI2","","Amsinckia menziesii var. intermedia","","Amsinckia","","menziesii","","","","var.","","intermedia","","","","","(Lehm.) A. Nelson & J.F. Macbr.","(Fisch. & C.A. Mey.) Ganders","","",""
"AMMEI2","AMAR7","Amsinckia arizonica","","Amsinckia","","arizonica","","","","","","","","","","","Suksd.","","","",""
"AMMEI2","AMDE5","Amsinckia demissa","","Amsinckia","","demissa","","","","","","","","","","","Suksd.","","","",""
"AMMEI2","AMEC","Amsinckia echinata","","Amsinckia","","echinata","","","","","","","","","","","A. Gray","","","",""
"AMMEI2","AMIN5","Amsinckia intactilis","","Amsinckia","","intactilis","","","","","","","","","","","J.F. Macbr.","","","",""
"AMMEI2","AMIN3","Amsinckia intermedia","","Amsinckia","","intermedia","","","","","","","","","","","Fisch. & C.A. Mey.","","","",""
"AMMEI2","AMINE2","Amsinckia intermedia var. echinata","","Amsinckia","","intermedia","","","","var.","","echinata","","","","","Fisch. & C.A. Mey.","(A. Gray) Wiggins","","",""
"AMMEI2","AMMI2","Amsinckia microphylla","","Amsinckia","","microphylla","","","","","","","","","","","Suksd.","","","",""
"AMMEI2","AMNA3","Amsinckia nana","","Amsinckia","","nana","","","","","","","","","","","Suksd.","","","",""
"AMMEI2","AMRI2","Amsinckia rigida","","Amsinckia","","rigida","","","","","","","","","","","Suksd.","","","",""
"ANAPH","","Anaphalis","","Anaphalis","","","","","","","","","","","","","","","","",""
"ANMA","","Anaphalis margaritacea","","Anaphalis","","margaritacea","","","","","","","","","","","(L.) Benth.","","","",""
"ANMA","ANMAA","Anaphalis margaritacea var. angustior","","Anaphalis","","margaritacea","","","","var.","","angustior","","","","","(L.) Benth.","(Miq.) Nakai","","",""
"ANMA","ANMAI","Anaphalis margaritacea var. intercedens","","Anaphalis","","margaritacea","","","","var.","","intercedens","","","","","(L.) Benth.","H. Hara","","",""
"ANMA","ANMAO","Anaphalis margaritacea var. occidentalis","","Anaphalis","","margaritacea","","","","var.","","occidentalis","","","","","(L.) Benth.","Greene","","",""
"ANMA","ANMAR","Anaphalis margaritacea var. revoluta","","Anaphalis","","margaritacea","","","","var.","","revoluta","","","","","(L.) Benth.","Suksd.","","",""
"ANMA","ANMAS","Anaphalis margaritacea var. subalpina","","Anaphalis","","margaritacea","","","","var.","","subalpina","","","","","(L.) Benth.","A. Gray","","",""
"ANMA","ANOC8","Anaphalis occidentalis","","Anaphalis","","occidentalis","","","","","","","","","","","(Greene) A. Heller","","","",""
"ANMA","GNMA2","Gnaphalium margaritaceum","","Gnaphalium","","margaritaceum","","","","","","","","","","","L.","","","",""
"ANDRO","","Andromeda","","Andromeda","","","","","","","","","","","","","","","","",""
"ANPO","","Andromeda polifolia","","Andromeda","","polifolia","","","","","","","","","","","L.","","","",""
"ANPOP","","Andromeda polifolia var. polifolia","","Andromeda","","polifolia","","","","var.","","polifolia","","","","","L.","L.","","",""
"ANPOP","ANPOC","Andromeda polifolia var. concolor","","Andromeda","","polifolia","","","","var.","","concolor","","","","","L.","B. Boivin","","",""
"ANDRO3","","Androsace","","Androsace","","","","","","","","","","","","","","","","",""
"ANCH","","Androsace chamaejasme","","Androsace","","chamaejasme","","","","","","","","","","","Wulfen","","","",""
"ANCHA","","Androsace chamaejasme ssp. andersonii","","Androsace","","chamaejasme","ssp.","","andersonii","","","","","","","","Wulfen","Hultén","","",""
"ANCHL","","Androsace chamaejasme ssp. lehmanniana","","Androsace","","chamaejasme","ssp.","","lehmanniana","","","","","","","","Wulfen","(Spreng.) Hultén","","",""
"ANCHL","ANCHA2","Androsace chamaejasme var. arctica","","Androsace","","chamaejasme","","","","var.","","arctica","","","","","Wulfen","R. Knuth","","",""
"ANCHL","ANLE2","Androsace lehmanniana","","Androsace","","lehmanniana","","","","","","","","","","","Spreng.","","","",""
"ANSE4","","Androsace septentrionalis","","Androsace","","septentrionalis","","","","","","","","","","","L.","","","",""
"ANSES3","","Androsace septentrionalis ssp. septentrionalis","","Androsace","","septentrionalis","ssp.","","septentrionalis","","","","","","","","L.","L.","","",""
"ANEMO","","Anemone","","Anemone","","","","","","","","","","","","","","","","",""
"ANDR","","Anemone drummondii","","Anemone","","drummondii","","","","","","","","","","","S. Watson","","","",""
"ANDRH","","Anemone drummondii ssp. heimburgeri","","Anemone","","drummondii","ssp.","","heimburgeri","","","","","","","","S. Watson","Á. Löve & D. Löve","","",""
"ANLI4","","Anemone lithophila","","Anemone","","lithophila","","","","","","","","","","","Rydb.","","","",""
